;PID;area;price;MS.SubClass;MS.Zoning;Lot.Frontage;Lot.Area;Street;Alley;Lot.Shape;Land.Contour;Utilities;Lot.Config;Land.Slope;Neighborhood;Condition.1;Condition.2;Bldg.Type;House.Style;Overall.Qual;Overall.Cond;Year.Built;Year.Remod.Add;Roof.Style;Roof.Matl;Exterior.1st;Exterior.2nd;Mas.Vnr.Type;Mas.Vnr.Area;Exter.Qual;Exter.Cond;Foundation;Bsmt.Qual;Bsmt.Cond;Bsmt.Exposure;BsmtFin.Type.1;BsmtFin.SF.1;BsmtFin.Type.2;BsmtFin.SF.2;Bsmt.Unf.SF;Total.Bsmt.SF;Heating;Heating.QC;Central.Air;Electrical;X1st.Flr.SF;X2nd.Flr.SF;Low.Qual.Fin.SF;Bsmt.Full.Bath;Bsmt.Half.Bath;Full.Bath;Half.Bath;Bedroom.AbvGr;Kitchen.AbvGr;Kitchen.Qual;TotRms.AbvGrd;Functional;Fireplaces;Fireplace.Qu;Garage.Type;Garage.Yr.Blt;Garage.Finish;Garage.Cars;Garage.Area;Garage.Qual;Garage.Cond;Paved.Drive;Wood.Deck.SF;Open.Porch.SF;Enclosed.Porch;X3Ssn.Porch;Screen.Porch;Pool.Area;Pool.QC;Fence;Misc.Feature;Misc.Val;Mo.Sold;Yr.Sold;Sale.Type;Sale.Condition
209;40208;1898;236500;20;RL;56;26073;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Crawfor;Norm;Norm;1Fam;1Story;5;5;1956;1956;Gable;CompShg;BrkFace;MetalSd;None;0;TA;TA;PConc;TA;TA;No;Rec;1116;Unf;0;782;1898;GasA;Ex;Y;FuseA;1898;0;0;0;0;2;1;3;1;TA;7;Typ;2;TA;Attchd;1956;Unf;2;484;TA;TA;Y;0;51;224;0;0;0;NA;MnPrv;NA;0;4;2008;WD ;Normal
210;40209;660;63900;20;RL;NA;9000;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Sawyer;Norm;Norm;1Fam;1Story;2;2;1947;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;Fa;N;SBrkr;660;0;0;0;0;1;0;2;1;Fa;5;Min2;0;NA;NA;NA;NA;0;0;NA;NA;N;0;0;100;0;0;0;NA;NA;NA;0;6;2009;WD ;Normal
211;40210;1789;223000;60;FV;79;10646;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Somerst;Norm;Norm;1Fam;2Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;BrkFace;513;TA;TA;PConc;TA;TA;No;GLQ;681;Unf;0;177;858;GasA;Ex;Y;SBrkr;872;917;0;1;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;2001;Fin;2;546;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2008;WD ;Normal
212;40211;1200;151000;160;FV;30;3180;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;2Story;7;5;2005;2005;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;600;600;GasA;Ex;Y;SBrkr;520;600;80;0;0;2;1;2;1;Gd;4;Typ;0;NA;Detchd;2005;RFn;2;480;TA;TA;Y;0;166;0;0;0;0;NA;NA;NA;0;6;2006;WD ;Normal
213;40212;1505;149500;20;RL;128;12160;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Feedr;Norm;1Fam;1Story;6;4;1953;1953;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;90;TA;TA;CBlock;TA;TA;No;BLQ;1024;Unf;0;481;1505;GasA;Ex;Y;SBrkr;1505;0;0;1;0;1;0;2;1;TA;6;Typ;1;TA;Attchd;1953;RFn;2;505;TA;TA;Y;0;0;0;162;0;0;NA;NA;NA;0;2;2009;WD ;Normal
214;40213;1609;149900;50;RL;75;9525;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;6;5;1953;1953;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;LwQ;468;Unf;0;532;1000;GasA;TA;Y;SBrkr;1068;541;0;0;0;1;1;5;1;TA;7;Typ;0;NA;Attchd;1953;Unf;1;305;Fa;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2006;WD ;Normal
215;40214;2696;500000;20;RL;110;14300;Pave;NA;Reg;HLS;AllPub;Inside;Mod;NridgHt;Norm;Norm;1Fam;1Story;9;5;2003;2004;Hip;CompShg;VinylSd;VinylSd;BrkFace;1095;Ex;TA;PConc;Ex;TA;Gd;GLQ;1373;Unf;0;1473;2846;GasA;Ex;Y;SBrkr;2696;0;0;1;0;2;1;3;1;Ex;10;Typ;2;Gd;Attchd;2003;Fin;3;958;TA;TA;Y;220;150;0;0;0;0;NA;NA;NA;0;6;2010;WD ;Normal
216;40215;1040;92900;90;RL;60;8544;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;Duplex;1Story;3;4;1950;1950;Gable;CompShg;BrkFace;BrkFace;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;Wall;Fa;N;FuseA;1040;0;0;0;0;2;0;2;2;TA;6;Typ;0;NA;Detchd;1987;Unf;2;400;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2009;WD ;Normal
217;40216;1419;290000;120;FV;42;4385;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;1Story;9;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Ex;TA;Av;GLQ;964;Unf;0;455;1419;GasA;Ex;Y;SBrkr;1419;0;0;1;0;1;1;2;1;Ex;5;Typ;1;TA;Attchd;2001;Fin;2;588;TA;TA;Y;155;58;0;0;0;0;NA;NA;NA;0;9;2008;WD ;Normal
218;40217;2122;345474;20;RL;110;14333;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NridgHt;Norm;Norm;1Fam;1Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Gd;GLQ;1518;Unf;0;590;2108;GasA;Ex;Y;SBrkr;2122;0;0;1;0;2;1;2;1;Gd;7;Typ;1;Ex;Attchd;2007;Fin;3;938;TA;TA;Y;130;142;0;0;0;0;NA;NA;NA;0;11;2007;New;Partial
219;40218;925;127000;20;RL;71;8540;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;8;1956;2003;Gable;CompShg;VinylSd;VinylSd;None;0;TA;Gd;CBlock;TA;TA;No;Rec;114;ALQ;691;120;925;GasA;TA;Y;SBrkr;925;0;0;1;0;1;0;3;1;Gd;5;Typ;0;NA;Detchd;1956;Unf;1;252;TA;TA;Y;152;0;0;0;0;0;NA;NA;NA;0;6;2007;WD ;Normal
220;40219;1522;102000;50;RL;60;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SWISU;Norm;Norm;1Fam;1.5Fin;5;5;1926;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Fa;BrkTil;TA;TA;No;Unf;0;Unf;0;1008;1008;GasA;Ex;Y;SBrkr;1008;0;514;0;0;2;0;4;1;TA;7;Typ;0;NA;NA;NA;NA;0;0;NA;NA;P;0;0;138;0;0;0;NA;NA;NA;0;6;2006;WD ;Normal
221;40220;1969;190000;60;RL;92;11952;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;PosA;Norm;1Fam;2Story;7;6;1977;1977;Mansard;WdShake;WdShing;Plywood;None;0;TA;TA;CBlock;Gd;TA;No;Unf;0;Unf;0;808;808;GasA;TA;Y;SBrkr;1161;808;0;0;0;2;1;3;1;TA;8;Typ;1;Gd;Attchd;1977;RFn;2;534;TA;TA;Y;0;0;0;0;276;0;NA;NA;NA;0;11;2007;WD ;Normal
222;40221;816;75200;30;RM;46;3672;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;IDOTRR;Artery;Norm;1Fam;1Story;5;7;1922;1950;Gable;CompShg;Stucco;Stucco;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;816;816;GasA;Ex;Y;SBrkr;816;0;0;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1922;Unf;1;100;Fa;Fa;N;0;0;96;0;0;0;NA;NA;NA;0;9;2007;WD ;Normal
223;40222;1206;108538;20;RL;87;10725;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1959;1959;Hip;CompShg;MetalSd;MetalSd;BrkFace;91;TA;TA;CBlock;TA;TA;No;Rec;936;Unf;0;270;1206;GasA;Fa;Y;SBrkr;1206;0;0;0;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1959;RFn;1;312;TA;TA;Y;0;21;0;0;0;0;NA;NA;NA;0;5;2010;WD ;Normal
224;40223;1232;142250;20;RL;80;9600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1966;1966;Hip;CompShg;VinylSd;VinylSd;BrkFace;172;TA;TA;CBlock;TA;TA;No;Rec;698;Unf;0;534;1232;GasA;TA;Y;SBrkr;1232;0;0;1;0;1;1;3;1;TA;6;Typ;0;NA;Attchd;1966;RFn;2;490;TA;TA;Y;0;224;0;0;0;0;NA;NA;NA;0;4;2010;WD ;Normal
225;40224;1339;180000;20;RL;50;8049;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Timber;Norm;Norm;1Fam;1Story;7;5;1990;1990;Hip;CompShg;HdBoard;HdBoard;BrkFace;54;TA;TA;CBlock;Gd;TA;No;ALQ;1053;Unf;0;256;1309;GasA;TA;Y;SBrkr;1339;0;0;1;0;2;0;2;1;TA;6;Typ;1;TA;Attchd;1990;Fin;2;484;Gd;Gd;Y;0;58;0;0;90;0;NA;NA;NA;0;7;2006;WD ;Normal
226;40225;972;132000;20;RL;50;8000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;6;1948;2002;Gable;CompShg;VinylSd;VinylSd;None;0;TA;Gd;CBlock;TA;TA;No;ALQ;680;Unf;0;292;972;GasA;Ex;Y;SBrkr;972;0;0;1;0;1;0;2;1;TA;5;Typ;1;Gd;Detchd;1948;Unf;1;240;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2009;WD ;Normal
227;40226;1350;152400;50;RL;63;8375;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Sawyer;Norm;Norm;1Fam;1.5Fin;5;7;1941;1973;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;ALQ;336;Unf;0;240;576;GasA;Gd;Y;SBrkr;864;486;0;1;0;1;1;2;1;Gd;6;Min1;0;NA;2Types;1973;Unf;3;627;TA;TA;N;0;0;0;0;0;0;NA;MnPrv;NA;0;6;2008;WD ;Normal
228;40227;670;64000;50;RL;51;3500;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Feedr;Norm;1Fam;1.5Fin;3;5;1945;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;LwQ;144;Unf;0;226;370;GasA;TA;N;FuseA;442;228;0;1;0;1;0;2;1;Fa;4;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;21;0;0;0;0;NA;MnPrv;Shed;2000;7;2007;WD ;Normal
229;40228;2810;302000;60;RL;NA;9572;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;1990;1990;Gable;CompShg;Wd Sdng;Wd Sdng;BrkFace;336;Gd;TA;PConc;Ex;TA;No;GLQ;482;Unf;0;971;1453;GasA;Ex;Y;SBrkr;1453;1357;0;0;0;2;1;4;1;Gd;9;Typ;1;Ex;Attchd;1990;RFn;2;750;Gd;Gd;Y;500;0;0;0;0;0;NA;NA;NA;0;6;2007;WD ;Normal
230;40229;1522;182000;20;RL;NA;11075;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;ClearCr;Norm;Norm;1Fam;1Story;6;5;1984;1984;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;136;TA;TA;PConc;Gd;TA;No;BLQ;299;LwQ;891;0;1190;GasA;Ex;Y;SBrkr;1522;0;0;0;0;2;0;3;1;TA;7;Typ;1;TA;Attchd;1984;Fin;2;552;TA;TA;Y;0;77;0;0;168;0;NA;GdPrv;NA;0;2;2007;WD ;Normal
231;40230;860;137000;85;RL;74;8740;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;SFoyer;5;6;1982;1982;Hip;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;Av;ALQ;672;Unf;0;168;840;GasA;TA;Y;SBrkr;860;0;0;1;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1996;Unf;2;528;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2009;WD ;Normal
232;40231;1642;168000;60;RL;NA;7655;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;1993;1994;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;903;903;GasA;Gd;Y;SBrkr;910;732;0;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;1993;RFn;2;392;TA;TA;Y;290;84;0;0;0;0;NA;NA;NA;0;7;2007;WD ;Normal
233;40232;1458;97500;50;RL;78;17503;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Artery;Norm;1Fam;1.5Fin;6;5;1948;1950;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;912;912;GasA;TA;Y;SBrkr;912;546;0;0;1;1;0;3;1;TA;6;Typ;1;Gd;Attchd;1948;Unf;1;330;TA;TA;Y;192;0;0;0;0;0;NA;NA;NA;0;1;2010;WD ;Abnorml
234;40233;1976;286000;60;RL;84;9660;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;1998;1998;Gable;CompShg;VinylSd;VinylSd;BrkFace;242;Gd;TA;PConc;Gd;TA;No;GLQ;791;Unf;0;253;1044;GasA;Ex;Y;SBrkr;1079;897;0;1;0;2;1;3;1;Gd;7;Typ;1;Ex;Attchd;1998;Fin;3;885;TA;TA;Y;210;31;0;0;0;0;NA;NA;NA;0;2;2006;WD ;Normal
235;40234;995;115000;30;RM;51;6120;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1Story;5;6;1925;1999;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;960;960;GasA;Gd;Y;SBrkr;995;0;0;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1926;Unf;1;264;TA;TA;Y;0;15;51;0;0;0;NA;MnPrv;NA;0;3;2009;WD ;Abnorml
236;40235;2559;209000;60;RL;88;12128;Pave;NA;IR1;Bnk;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;6;4;1989;1989;Gable;CompShg;HdBoard;HdBoard;BrkFace;232;Gd;TA;CBlock;Gd;TA;No;ALQ;549;Unf;0;319;868;GasA;Ex;Y;SBrkr;1313;1246;0;0;0;2;1;4;1;Ex;9;Typ;1;TA;Attchd;1989;RFn;2;506;TA;TA;Y;0;245;0;0;168;0;NA;MnPrv;NA;0;11;2006;WD ;Abnorml
237;40236;2087;187500;60;RL;NA;12205;Pave;NA;IR1;Low;AllPub;Inside;Gtl;ClearCr;Norm;Norm;1Fam;2Story;6;8;1966;2007;Gable;CompShg;HdBoard;HdBoard;BrkFace;157;TA;TA;CBlock;TA;Fa;Gd;LwQ;568;Unf;0;264;832;GasA;Gd;Y;SBrkr;976;1111;0;0;0;2;1;5;1;Gd;9;Typ;0;NA;Attchd;1966;Fin;2;444;TA;TA;Y;133;168;0;0;0;0;NA;NA;NA;0;7;2007;WD ;Normal
238;40237;1958;220000;60;RL;75;9317;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;7;5;1994;2001;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;Gd;PConc;Gd;Gd;No;GLQ;497;Unf;0;282;779;GasA;Ex;Y;SBrkr;1029;929;0;1;0;2;1;3;1;Gd;7;Typ;1;TA;Attchd;1994;RFn;2;499;TA;TA;Y;202;93;0;0;0;0;NA;NA;NA;0;7;2007;CWD;Normal
239;40238;790;91000;30;RL;52;6292;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;SWISU;Norm;Norm;1Fam;1Story;6;5;1930;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;Gd;TA;Mn;Rec;384;Unf;0;384;768;GasA;TA;N;SBrkr;790;0;0;0;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1925;Unf;1;160;Fa;TA;Y;0;141;0;0;0;0;NA;NA;NA;0;4;2008;WD ;Normal
240;40239;974;93500;20;RL;63;10712;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;1Fam;1Story;5;5;1991;1992;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;PConc;Gd;TA;Mn;BLQ;212;Unf;0;762;974;GasA;TA;Y;SBrkr;974;0;0;0;0;1;0;3;1;TA;5;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;28;0;0;0;0;NA;MnPrv;NA;0;9;2007;Oth;Abnorml
241;40240;1092;79400;160;RM;21;1484;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;TwnhsE;2Story;4;4;1972;1972;Gable;CompShg;CemntBd;CmentBd;None;0;TA;TA;CBlock;TA;TA;No;Rec;252;Unf;0;294;546;GasA;TA;Y;SBrkr;546;546;0;0;0;1;1;3;1;TA;5;Typ;0;NA;Attchd;1972;Unf;1;253;TA;Fa;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2006;WD ;Normal
242;40241;2320;259500;70;RL;61;7259;Pave;NA;IR1;Lvl;AllPub;Inside;Mod;Crawfor;Norm;Norm;1Fam;2Story;6;8;1945;2002;Gambrel;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;ALQ;774;LwQ;150;104;1028;GasA;Ex;Y;SBrkr;1436;884;0;1;0;2;1;3;1;Gd;9;Typ;1;TA;Detchd;1945;Unf;1;180;TA;TA;Y;224;0;0;0;0;0;NA;MnPrv;NA;0;7;2007;WD ;Normal
243;40242;2464;417500;20;RL;105;13693;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;8;5;2007;2007;Hip;CompShg;VinylSd;VinylSd;Stone;554;Gd;TA;PConc;Ex;TA;Gd;GLQ;1728;BLQ;495;195;2418;GasA;Ex;Y;SBrkr;2464;0;0;1;0;2;1;4;1;Ex;9;Typ;1;Ex;Attchd;2007;Fin;3;650;TA;TA;Y;358;78;0;0;0;0;NA;NA;NA;0;8;2008;WD ;Normal
244;40243;1268;132000;20;RL;78;7800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1954;1954;Gable;CompShg;HdBoard;HdBoard;BrkFace;200;TA;TA;PConc;TA;TA;No;LwQ;540;Unf;0;728;1268;GasA;Gd;Y;SBrkr;1268;0;0;0;0;1;0;2;1;TA;7;Typ;1;Gd;Attchd;1954;Fin;1;244;TA;TA;Y;0;98;0;0;0;0;NA;NA;NA;0;3;2010;WD ;Normal
245;40244;2956;342000;60;RL;99;13069;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;8;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;BrkFace;502;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1706;1706;GasA;Ex;Y;SBrkr;1718;1238;0;0;0;2;1;5;1;Ex;11;Typ;1;Ex;BuiltIn;2004;RFn;3;916;TA;TA;Y;194;50;0;0;0;0;NA;NA;NA;0;8;2007;WD ;Normal
246;40245;1240;194000;20;RL;74;8556;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1240;1240;GasA;Ex;Y;SBrkr;1240;0;0;0;0;2;0;2;1;Gd;5;Typ;0;NA;Attchd;2006;RFn;3;826;TA;TA;Y;140;93;0;0;0;0;NA;NA;NA;0;5;2007;WD ;Normal
247;40246;1625;235000;120;RM;44;4750;Pave;NA;IR1;HLS;AllPub;Inside;Mod;Crawfor;Norm;Norm;TwnhsE;1Story;8;5;2006;2007;Hip;CompShg;VinylSd;VinylSd;Stone;481;Gd;TA;PConc;Gd;TA;Gd;GLQ;1573;Unf;0;0;1573;GasA;Ex;Y;SBrkr;1625;0;0;1;1;2;0;2;1;Gd;5;Typ;1;Gd;Attchd;2006;Fin;2;538;TA;TA;Y;123;0;0;0;153;0;NA;NA;NA;0;12;2007;WD ;Family
248;40247;1117;136870;20;RL;69;7590;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;PosN;Norm;1Fam;1Story;5;5;1963;1963;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1117;1117;GasA;Ex;Y;SBrkr;1117;0;0;0;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1963;Unf;1;264;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2008;COD;Normal
249;40248;1113;147000;20;RL;80;9600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1950;2007;Gable;CompShg;MetalSd;MetalSd;None;0;Gd;TA;CBlock;TA;TA;No;ALQ;607;Unf;0;506;1113;GasA;Gd;Y;SBrkr;1113;0;0;0;0;1;0;3;1;Gd;5;Typ;1;Gd;Attchd;1950;Unf;1;264;TA;TA;Y;0;80;120;0;0;0;NA;NA;NA;0;7;2009;WD ;Normal
250;40249;2144;277000;50;RL;NA;159000;Pave;NA;IR2;Low;AllPub;CulDSac;Sev;ClearCr;Norm;Norm;1Fam;1.5Fin;6;7;1958;2006;Gable;CompShg;Wd Sdng;HdBoard;BrkCmn;472;Gd;TA;CBlock;Gd;TA;Gd;Rec;697;Unf;0;747;1444;GasA;Gd;Y;SBrkr;1444;700;0;0;1;2;0;4;1;Gd;7;Typ;2;TA;Attchd;1958;Fin;2;389;TA;TA;Y;0;98;0;0;0;0;NA;NA;Shed;500;6;2007;WD ;Normal
251;40250;1598;201490;60;RL;59;9171;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;2004;2005;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;848;848;GasA;Ex;Y;SBrkr;848;750;0;0;0;2;1;3;1;Gd;7;Typ;1;Gd;Attchd;2004;Fin;2;433;TA;TA;Y;100;48;0;0;0;0;NA;NA;NA;0;7;2006;WD ;Normal
252;40251;1112;85000;160;RM;36;2592;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;TwnhsE;2Story;5;3;1976;1976;Gable;CompShg;CemntBd;CmentBd;None;0;TA;TA;CBlock;Gd;TA;No;Rec;129;BLQ;232;175;536;GasA;TA;Y;SBrkr;536;576;0;0;0;1;1;3;1;TA;4;Typ;0;NA;Attchd;1976;Unf;1;336;TA;TA;Y;182;0;0;0;0;0;NA;NA;NA;0;4;2010;WD ;Normal
253;40252;833;149900;20;RL;76;12887;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;1Fam;1Story;5;7;1984;1984;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;Gd;TA;Mn;Rec;207;GLQ;590;36;833;GasA;TA;Y;SBrkr;833;0;0;1;0;1;0;2;1;Gd;5;Typ;0;NA;Attchd;1984;Unf;2;495;TA;TA;Y;431;0;0;0;0;0;NA;MnPrv;NA;0;4;2010;WD ;Normal
254;40253;1564;174500;70;RL;75;12000;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;2Story;7;7;1941;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Rec;275;Unf;0;429;704;GasA;Ex;Y;SBrkr;860;704;0;0;0;1;1;3;1;Fa;7;Typ;1;Gd;Attchd;1941;Unf;1;234;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2009;WD ;Normal
255;40254;2291;133900;190;C (all);60;7200;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Norm;Norm;2fmCon;2.5Unf;6;6;1910;1998;Hip;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;Fa;Mn;Rec;1046;Unf;0;168;1214;GasW;Ex;N;SBrkr;1260;1031;0;0;1;2;0;4;2;TA;9;Typ;1;Gd;Detchd;1900;Unf;2;506;TA;TA;Y;0;0;0;0;99;0;NA;NA;NA;0;11;2007;WD ;Normal
256;40255;1626;173000;160;RL;36;2268;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;Twnhs;2Story;7;5;2003;2004;Gable;CompShg;VinylSd;Wd Shng;Stone;106;Gd;TA;PConc;Gd;TA;No;GLQ;567;Unf;0;197;764;GasA;Ex;Y;SBrkr;764;862;0;0;0;2;0;2;1;Gd;6;Typ;0;NA;BuiltIn;2003;RFn;2;474;TA;TA;Y;0;27;0;0;0;0;NA;NA;NA;0;7;2009;WD ;Normal
257;40256;1733;225000;60;RL;NA;12394;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Gd;Unf;0;Unf;0;847;847;GasA;Ex;Y;SBrkr;847;886;0;0;0;2;1;3;1;Gd;7;Typ;1;Gd;BuiltIn;2003;Fin;2;433;TA;TA;Y;100;48;0;0;0;0;NA;NA;NA;0;10;2007;WD ;Family
258;40257;894;109500;20;RL;60;6600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;PosN;Norm;1Fam;1Story;5;5;1962;1962;Hip;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;894;894;GasA;Gd;N;SBrkr;894;0;0;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1962;Unf;1;308;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;8;2009;WD ;Normal
259;40258;1384;159000;20;RL;70;13300;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1956;2001;Hip;CompShg;Wd Sdng;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;Rec;494;Unf;0;521;1015;GasA;Gd;Y;SBrkr;1384;0;0;1;0;1;0;2;1;TA;6;Min1;0;NA;Attchd;2001;Unf;2;896;TA;TA;Y;75;0;0;323;0;0;NA;NA;Shed;400;6;2006;WD ;Normal
